"Key","ID","RecordKey","External key","Source","Rank","Taxon","Common name","Taxon group","Kingdom","Order","Family","TaxonVersionKey","Site name","Original map ref","Latitude","Longitude","Projection (input)","Precision","Output map ref","Projection (output)","Biotope","VC number","Vice County","Date interpreted","Date from","Date to","Date type","Sample method","Recorder","Determiner","Recorder certainty","Sex","Stage","Count of sex or stage","Zero abundance","Comment","Sample comment","Images","Input on date","Last edited on date","Verification status 1","Verification status 2","Query","Verifier","Verified on","Licence","Automated checks"
552,"28922501","iBRC28922501","","iRecord | iRecord general data","Species","Acroperus harpae","","crustacean","Animalia","Diplostraca","Eurycercidae","NHMSYS0001593167","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
553,"28922500","iBRC28922500","","iRecord | iRecord general data","Species","Unionicola crassipes","","acarine (Acari)","Animalia","Trombidiformes","Unionicolidae","NBNSYS0100016434","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
554,"28922499","iBRC28922499","","iRecord | iRecord general data","Family","Pachylaelapidae","","acarine (Acari)","Animalia","Mesostigmata","Pachylaelapidae","NHMSYS0021127304","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
555,"28922498","iBRC28922498","","iRecord | iRecord general data","Species","Tenuiphantes tenuis","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NHMSYS0020786003","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","female","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
556,"28922497","iBRC28922497","","iRecord | iRecord general data","Species","Gongylidium rufipes","","spider (Araneae)","Animalia","Araneae","Linyphiidae","NBNSYS0000009004","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","male","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
557,"28922495","iBRC28922495","","iRecord | iRecord general data","Species","Tetragnatha montana","","spider (Araneae)","Animalia","Araneae","Tetragnathidae","NBNSYS0000008919","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
558,"28922494","iBRC28922494","","iRecord | iRecord general data","Species","Metellina mengei","","spider (Araneae)","Animalia","Araneae","Tetragnathidae","NBNSYS0000008927","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","larva","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
559,"28922493","iBRC28922493","","iRecord | iRecord general data","Species","Antistea elegans","","spider (Araneae)","Animalia","Araneae","Hahniidae","NBNSYS0000008851","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","female","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
560,"28922492","iBRC28922492","","iRecord | iRecord general data","Genus","Acrodactyla","","insect - hymenopteran","Animalia","Hymenoptera","Ichneumonidae","NHMSYS0000897355","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Likely","not recorded","larva","R","FALSE","On Tetragnatha montana","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
561,"28922491","iBRC28922491","","iRecord | iRecord general data","Species","Euglesa nitida","Shining Pea Mussel","mollusc","Animalia","Veneroida","Sphaeriidae","NHMSYS0021342669","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","not recorded","F","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
562,"28922490","iBRC28922490","","iRecord | iRecord general data","Species","Physa fontinalis","Common Bladder Snail","mollusc","Animalia","Hygrophila","Physidae","NHMSYS0001702157","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","not recorded","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
563,"28922489","iBRC28922489","","iRecord | iRecord general data","Species","Galba (Galba) truncatula","Dwarf Pond Snail","mollusc","Animalia","Hygrophila","Lymnaeidae","NHMSYS0020528171","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
564,"28922487","iBRC28922487","","iRecord | iRecord general data","Species","Potamopyrgus antipodarum","Jenkins' Spire Snail","mollusc","Animalia","Littorinimorpha","Tateidae","NHMSYS0021055602","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
565,"28922486","iBRC28922486","","iRecord | iRecord general data","Species","Acroloxus lacustris","Lake Limpet","mollusc","Animalia","Hygrophila","Acroloxidae","NHMSYS0001701871","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","not recorded","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
566,"28922485","iBRC28922485","","iRecord | iRecord general data","Species","Oxyloma (Oxyloma) elegans","Pfeiffer's Amber Snail","mollusc","Animalia","Pulmonata","Succineidae","NHMSYS0001702143","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
567,"28922484","iBRC28922484","","iRecord | iRecord general data","Species","Polycelis nigra","","flatworm (Turbellaria)","Animalia","Tricladida","Planariidae","NHMSYS0021057089","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","male","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
568,"28922483","iBRC28922483","","iRecord | iRecord general data","Species","Helobdella stagnalis","","annelid","Animalia","Rhynchobdellida","Glossiphoniidae","NHMSYS0021048744","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","pre-adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","10/01/2023 14:53","Unconfirmed","Plausible","","Macadam, Craig","10/01/2023 14:53","","Passed checks"
569,"28922482","iBRC28922482","","iRecord | iRecord general data","Genus","Hydra","","coelenterate (=cnidarian)","Animalia","Anthoathecata","Hydridae","NHMSYS0020703689","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","not recorded","P","FALSE","Brown Hydra","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
570,"28922034","iBRC28922034","","iRecord | iRecord general data","Species","Gasterosteus aculeatus","Three-spined Stickleback","bony fish (Actinopterygii)","Animalia","Gasterosteiformes","Gasterosteidae","NBNSYS0000188612","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","","R","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","17/12/2022 15:39","Unconfirmed","Not reviewed","","","","","Passed checks"
571,"28922033","iBRC28922033","","iRecord | iRecord general data","Genus","Entomobrya","","springtail (Collembola)","Animalia","Entomobryomorpha","Entomobryidae","NHMSYS0000868383","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","R","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","17/12/2022 15:39","Unconfirmed","Not reviewed","","","","","Passed checks"
572,"28922031","iBRC28922031","","iRecord | iRecord general data","Species","Isotoma viridis","","springtail (Collembola)","Animalia","Entomobryomorpha","Isotomidae","NBNSYS0100000523","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","17/12/2022 15:39","Unconfirmed","Not reviewed","","","","","Passed checks"
573,"28922030","iBRC28922030","","iRecord | iRecord general data","Species","Dicyrtomina ornata","","springtail (Collembola)","Animalia","Symphypleona","Dicyrtomidae","NBNSYS0100000657","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","17/12/2022 15:39","Unconfirmed","Not reviewed","","","","","Passed checks"
574,"28922029","iBRC28922029","","iRecord | iRecord general data","Genus","Tanytarsus","","insect - true fly (Diptera)","Animalia","Diptera","Chironomidae","NBNSYS0000138232","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Tanytarsini","Certain","not recorded","adult","O","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","17/12/2022 15:39","Unconfirmed","Not reviewed","","","","","Passed checks"
575,"28922028","iBRC28922028","","iRecord | iRecord general data","Genus","Pedicia","","insect - true fly (Diptera)","Animalia","Diptera","Pediciidae","NBNSYS0000042310","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","R","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","16/03/2023 15:02","Accepted","Correct","","Boardman, Pete","16/03/2023 15:02","","Passed checks"
576,"28922027","iBRC28922027","","iRecord | iRecord general data","Genus","Ormosia","","insect - true fly (Diptera)","Animalia","Diptera","Limoniidae","NBNSYS0000135872","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","larva","R","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","16/03/2023 15:02","Accepted","Correct","","Boardman, Pete","16/03/2023 15:02","","Passed checks"
577,"28922025","iBRC28922025","","iRecord | iRecord general data","Species","Meligethes aeneus","Common Pollen Beetle","insect - beetle (Coleoptera)","Animalia","Coleoptera","Nitidulidae","NHMSYS0020152557","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","27/12/2022 07:30","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:30","","Passed checks"
578,"28922024","iBRC28922024","","iRecord | iRecord general data","Species","Drupenatus nasturtii","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Curculionidae","NBNSYS0000025428","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","Lots of Water-cress","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","17/12/2022 15:39","Unconfirmed","Not reviewed","","","","","Passed checks"
579,"28922023","iBRC28922023","","iRecord | iRecord general data","Species","Anotylus rugosus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NHMSYS0001716849","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","27/12/2022 07:30","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:30","","Passed checks"
580,"28922021","iBRC28922021","","iRecord | iRecord general data","Genus","Acrotrichis","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Ptiliidae","NHMSYS0001716397","Beavers Brook Hatchmere","SJ54727229","53.24573218","-2.679936566","OSGB","10","SJ54727229","OSGB","","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Sluggish vegetated stream. Survey under contract to Tanyptera Project","","17/12/2022 15:39","17/12/2022 15:39","Unconfirmed","Not reviewed","","","","","Passed checks"
